name,salary_from,salary_to,salary_currency,area_name,published_at
"Fullstack разработчик (PHP, VUE, Bitrix, Laravel)",90000.0,120000.0,RUR,Челябинск,2022-12-15T10:27:11+0300
Программист,,,,Минск,2022-12-15T10:40:17+0300
Наладчик швейного оборудования,40000.0,,RUR,Шахты,2022-12-15T11:39:49+0300
Системный администратор,,,,Новосибирск,2022-12-15T10:22:40+0300
Старший инженер технической поддержки,45000.0,60000.0,RUR,Сочи,2022-12-15T09:15:59+0300
"Инженер-системотехник 2,3 категории",53600.0,,RUR,Жуковский,2022-12-15T10:02:10+0300
Руководитель отдела тестирования,,,,Санкт-Петербург,2022-12-15T10:22:45+0300
Главный специалист отдела телекоммуникаций,,,,Москва,2022-12-15T10:33:52+0300
Инженер - программист (разработка ПО),,,,Санкт-Петербург,2022-12-15T10:59:45+0300
Механик,32000.0,,RUR,Кемерово,2022-12-15T03:09:06+0300
Оператор котельной (тепличный комплекс),22400.0,28000.0,RUR,Москва,2022-12-15T10:34:40+0300
Ведущий системный аналитик [МТС Секретарь],,,,Москва,2022-12-15T10:18:09+0300
Технический директор,45000.0,,RUR,Первоуральск,2022-12-15T07:40:24+0300
Ведущий инженер проекта (конструктор-электрика),,,,Нижний Новгород,2022-12-15T02:54:13+0300
QA (backend) / Инженер по тестированию (backend) в Тинькофф Инвестиции,,,,Москва,2022-12-15T11:55:43+0300
Инженер-программист АСУ ТП,,,,Москва,2022-12-15T11:33:13+0300
Product owner по развитию ДБО,,,,Минск,2022-12-15T10:03:22+0300
Middle/Senior Python Developer (Инструменты разметки),,,,Москва,2022-12-15T11:14:05+0300
Мастер слесарного цеха,80000.0,,RUR,Москва,2022-12-15T10:29:02+0300
Разработчик 1С (поддержка ЭДО в УТ),,,,Москва,2022-12-15T09:39:07+0300
Frontend Teamlead,,,,Москва,2022-12-15T09:31:37+0300
Мастер по ремонту электрооборудования,,,,Воскресенск,2022-12-15T10:11:30+0300
Senior Backend developer (PHP),,,,Алматы,2022-12-15T10:33:07+0300
Инженер проектировщик СПД (сетевой инженер),180000.0,,RUR,Москва,2022-12-15T10:18:29+0300
Системный администратор Linux,,,,Ташкент,2022-12-15T07:52:12+0300
Middle/Senior Golang developer [ChatPoint],,,,Москва,2022-12-15T10:19:10+0300
Системный аналитик IT (middle),80000.0,120000.0,RUR,Тюмень,2022-12-15T09:25:47+0300
Энергомеханик,240000.0,,KZT,Алматы,2022-12-15T06:33:45+0300
Системный аналитик (направление продуктовой разработки),,,,Самара,2022-12-15T11:08:20+0300
Программист корпоративных приложений 1С,100000.0,130000.0,RUR,Москва,2022-12-15T09:40:04+0300
Senior Data scientist [CJ Monitoring & Discovery],,,,Москва,2022-12-15T11:08:00+0300
Sub-Lead Artist (Casual game),,,,Москва,2022-12-15T09:09:44+0300
Ведущий программист BI (г.Краснодар),150000.0,,RUR,Москва,2022-12-15T09:56:03+0300
"Ведущий инженер программист, отдел прикладного программного обеспечения",,,,Красноярск,2022-12-15T05:57:01+0300
Резчик труб и заготовок 4 разряда,50000.0,,RUR,Таганрог,2022-12-15T10:18:36+0300
Ведущий программист 1С,,,,Белгород,2022-12-15T06:47:26+0300
Бизнес-аналитик,,,,Энгельс,2022-12-15T10:59:34+0300
Оператор станков с ПУ,60000.0,120000.0,RUR,Березовский (Свердловская область),2022-12-15T09:32:03+0300
Электромеханик по лифтам аварийной службы,180000.0,250000.0,KZT,Астана,2022-12-15T07:46:50+0300
"Супервайзер по компрессорному и комплектному оборудованию (г. Усть-Кут, Иркутская обл.)",,,,Астрахань,2022-12-15T09:55:00+0300
Ведущий инженер информационно-технического отдела,50000.0,70000.0,RUR,Сочи,2022-12-15T09:18:10+0300
"Супервайзер по компрессорному и комплектному оборудованию (г. Усть-Кут, Иркутская обл.)",,,,Южно-Сахалинск,2022-12-15T09:55:00+0300
Инженер Проектов Автоматизации (Внедрение автоматизации HoReCa),80000.0,100000.0,RUR,Новосибирск,2022-12-15T11:08:39+0300
Дизайнер-консультант (кухни на заказ),30000.0,200000.0,RUR,Краснодар,2022-12-15T11:58:45+0300
Токарь-карусельщик,25000.0,85000.0,RUR,Сызрань,2022-12-15T08:52:59+0300
"Системный администратор Linux (г. Абинск, Краснодарский край)",,,,Красноярск,2022-12-15T11:15:09+0300
Инженер по ремонту сельскохозяйственной техники,,67000.0,RUR,Орел,2022-12-15T08:08:12+0300
Менеджер по развитию бизнеса (Информационная безопасность),,,,Ташкент,2022-12-15T07:19:06+0300
Ведущий инженер проекта (конструктор-электрика),,,,Мурманск,2022-12-15T02:54:13+0300
Программист 1С,,,,Санкт-Петербург,2022-12-15T10:11:50+0300
Data Engineer with Data Architect knowledge,,,,Алматы,2022-12-15T09:25:53+0300
"Веб-программист 1c-Bitrix, Bitrix24",150000.0,,RUR,Пермь,2022-12-15T08:40:35+0300
Специалист технической поддержки,22000.0,45000.0,RUR,Йошкар-Ола,2022-12-15T09:36:27+0300
Программист 1С,60000.0,70000.0,RUR,Иркутск,2022-12-15T09:41:50+0300
Senior Java Developer,,,,Минск,2022-12-15T08:57:02+0300
Java Team Lead (Payroll),,,,Москва,2022-12-15T10:19:20+0300
Инженер-механик,135000.0,140000.0,KZT,Уральск,2022-12-15T10:42:52+0300
Консультант 1С по автоматизации процессов управления экономикой и финансами,90000.0,,RUR,Санкт-Петербург,2022-12-15T10:45:27+0300
"Инженер / специалист ТГВ, ВиК",,,,Краснодар,2022-12-15T09:56:15+0300
Программист 1С:Документооборот,185000.0,,RUR,Москва,2022-12-15T09:56:52+0300
СТО (Реклама),,,,Москва,2022-12-15T10:17:49+0300
Токарь-расточник (сварочное производство),50000.0,100000.0,RUR,Екатеринбург,2022-12-15T08:01:11+0300
Руководитель по работе с проектными институтами,80000.0,150000.0,RUR,Екатеринбург,2022-12-15T07:38:09+0300
Инженер по безопасности дорожного движения,80000.0,90000.0,RUR,Коротчаево,2022-12-15T09:09:23+0300
"Веб-программист 1c-Bitrix, Bitrix24",150000.0,,RUR,Нижневартовск,2022-12-15T08:39:53+0300
Главный специалист слаботочных систем,,,,Москва,2022-12-15T10:44:06+0300
Разработчик Hadoop Big Data (стрим Витрины ПИК),,,,Москва,2022-12-15T01:16:39+0300
Инженер по ремонту складской техники (jungheinrich),80000.0,,RUR,Воскресенск,2022-12-15T10:12:38+0300
Механик перегрузочных машин,49700.0,,RUR,Тверь,2022-12-15T10:27:17+0300
Инженер систем хранения данных и резервного копирования,180000.0,,RUR,Москва,2022-12-15T10:18:29+0300
Программист 1C (аккредитованная ИТ-компания),100000.0,150000.0,RUR,Новокузнецк,2022-12-15T08:13:13+0300
"Веб-программист 1c-Bitrix, Bitrix24",150000.0,,RUR,Екатеринбург,2022-12-15T08:40:51+0300
Наладчик выдувных машин и автоматических линий в производстве изделий из пластмасс,46000.0,58000.0,RUR,Дзержинск (Нижегородская область),2022-12-15T10:23:38+0300
1С Программист,,,,Астана,2022-12-15T05:42:23+0300
Инженер-механик,1100.0,,BYR,Гомель,2022-12-15T08:46:49+0300
QA Automation Engineer,,,,Санкт-Петербург,2022-12-15T09:30:05+0300
Scala – разработчик (Тинькофф Инвестиции),,,,Москва,2022-12-15T11:55:43+0300
"Руководитель проектов (инфраструктура и связь, 26116)",,,,Москва,2022-12-15T09:11:51+0300
Инженер-диспетчер,,,,Кострома,2022-12-15T11:00:35+0300
Механик по ремонту транспорта,1700.0,,BYR,Минск,2022-12-15T10:50:04+0300
Функциональный архитектор PLM-решений,,,,Пермь,2022-12-15T11:20:03+0300
Функциональный архитектор PLM-решений,,,,Москва,2022-12-15T10:19:49+0300
Оператор котельной (тепличный комплекс),22400.0,28000.0,RUR,Одинцово,2022-12-15T10:34:28+0300
Fullstack .Net Developer / Angular,,,,Санкт-Петербург,2022-12-15T08:36:35+0300
